Beneficiary_Geographic_Level,Beneficiary_Geographic_Description,Beneficiary_Geographic_Code,Beneficiary_Age_Level,Beneficiary_Demographic_Level,Beneficiary_Demographic_Description,Beneficiary_Multiple_Chronic_Condition_Group,Prevalence,Total_Medicare_Standardized_Per_Capita_Spending,Total_Medicare_Per_Capita_Spending,Hospital_Readmission_Rate,"Emergency_Room_Visits_per_1,000_Beneficiaries"
State,Kansas,20,65+,Race,non-Hispanic White,6+,0.1587,29903.0023,29129.6178,0.1971,1689.3361
State,Kansas,20,<65,Race,Hispanic,2 to 3,0.2674,8062.493,7699.3995,0.1591,1013.4474
State,Kansas,20,<65,Race,Hispanic,4 to 5,0.1867,15189.8768,14508.8748,0.1397,1698.7741
State,Kansas,20,<65,Race,Hispanic,6+,0.1409,39785.5565,39754.2722,0.2368,4190.2552
State,Kansas,20,<65,Race,Native American,4 to 5,0.1855,15712.5173,15598.0033,0.2532,2045.7516
State,Kansas,20,<65,Race,Native American,6+,0.1588,33072.3592,31773.2636,0.2438,4267.1756
State,Kansas,20,<65,Race,non-Hispanic Black,2 to 3,0.2542,7071.1432,6729.9464,0.1203,1276.27
State,Kansas,20,<65,Race,non-Hispanic Black,4 to 5,0.2127,14932.7455,14329.0463,0.1779,2060.7321
State,Kansas,20,<65,Race,non-Hispanic Black,6+,0.1638,40888.9575,39809.2407,0.3173,3763.4989
State,Kansas,20,<65,Race,non-Hispanic White,0 to 1,0.4059,2718.6906,2528.4117,0.0752,452.8997
State,Kansas,20,<65,Race,non-Hispanic White,2 to 3,0.277,7932.3186,7568.7499,0.1273,1029.7879
State,Kansas,20,<65,Race,non-Hispanic White,4 to 5,0.1762,14548.808,13952.4221,0.1611,1613.012
State,Kansas,20,<65,Race,non-Hispanic White,6+,0.141,33644.0896,32691.1494,0.2601,3390.5104
State,Kansas,20,All,Race,Asian Pacific Islander,4 to 5,0.1783,9194.7151,9162.0396,0.1872,748.7844
State,Kansas,20,All,Race,Asian Pacific Islander,6+,0.0896,27924.6861,27393.7061,0.2337,1874.1935
State,Kansas,20,All,Race,Hispanic,2 to 3,0.2766,5345.1008,5117.9704,0.0845,547.8441
State,Kansas,20,All,Race,Hispanic,4 to 5,0.208,11637.5364,11310.5177,0.1095,951.6889
State,Kansas,20,All,Race,Hispanic,6+,0.1377,31419.8545,30983.4017,0.214,2398.5765
State,Kansas,20,All,Race,Native American,4 to 5,0.2317,12186.1606,11667.1627,0.1613,1054.1516
State,Kansas,20,All,Race,Native American,6+,0.1899,29141.6333,28025.0187,0.2093,2517.6211
State,Kansas,20,All,Race,non-Hispanic Black,2 to 3,0.2663,5792.4865,5526.6035,0.1024,700.0492
State,Kansas,20,All,Race,non-Hispanic Black,4 to 5,0.2362,11456.1278,11015.9192,0.1453,1201.6644
State,Kansas,20,All,Race,non-Hispanic Black,6+,0.1899,35678.0692,34730.7323,0.2716,2618.4891
State,Kansas,20,All,Race,non-Hispanic White,0 to 1,0.3289,2182.339,2068.4119,0.0503,183.2299
State,Kansas,20,All,Race,non-Hispanic White,2 to 3,0.3027,6048.9692,5830.0137,0.0733,422.5824
State,Kansas,20,All,Race,non-Hispanic White,4 to 5,0.2119,11895.2415,11537.4439,0.1022,773.3459
State,Kansas,20,All,Race,non-Hispanic White,6+,0.1564,30328.4246,29534.6218,0.206,1882.7873
State,Kentucky,21,65+,Race,Asian Pacific Islander,2 to 3,0.2976,3328.7202,3204.4295,0.0,251.2397
State,Kentucky,21,65+,Race,Asian Pacific Islander,6+,0.1028,27117.72,26790.1728,0.2147,1684.2105
State,Kentucky,21,65+,Race,Hispanic,6+,0.1552,28245.7973,27949.9287,0.2539,1933.7349
State,Kentucky,21,65+,Race,non-Hispanic Black,2 to 3,0.2715,4486.5392,4297.611,0.0543,415.1568
State,Kentucky,21,65+,Race,non-Hispanic Black,4 to 5,0.2551,9291.1548,8976.2387,0.0951,711.5903
State,Kentucky,21,65+,Race,non-Hispanic Black,6+,0.2302,32062.0389,31610.6239,0.2515,2201.333
State,Kentucky,21,65+,Race,non-Hispanic White,0 to 1,0.2541,1671.2076,1564.9435,0.0461,128.4176
State,Kentucky,21,65+,Race,non-Hispanic White,2 to 3,0.2906,4789.4133,4568.2348,0.0625,332.1351
State,Kentucky,21,65+,Race,non-Hispanic White,4 to 5,0.2431,9402.1782,9082.6035,0.0937,656.2386
State,Kentucky,21,65+,Race,non-Hispanic White,6+,0.2122,27304.3787,26758.7814,0.2213,1856.5913
State,Kentucky,21,<65,Race,Asian Pacific Islander,0 to 1,0.442,3465.5003,3374.3179,0.0,307.2626
State,Kentucky,21,<65,Race,Asian Pacific Islander,4 to 5,0.1778,10173.3251,9951.0217,0.0,1013.8889
State,Kentucky,21,<65,Race,Asian Pacific Islander,6+,0.1358,34810.486,34393.9749,0.2903,3290.9091
State,Kentucky,21,<65,Race,Hispanic,0 to 1,0.381,3091.3447,3153.0579,0.0,553.2787
State,Kentucky,21,<65,Race,Hispanic,6+,0.1577,31071.1679,31617.3384,0.2958,3396.0396
State,Kentucky,21,<65,Race,non-Hispanic Black,2 to 3,0.2589,7395.1987,7102.8846,0.1069,1070.1342
State,Kentucky,21,<65,Race,non-Hispanic Black,4 to 5,0.1996,14992.3418,14718.9508,0.1988,1566.3909
State,Kentucky,21,<65,Race,non-Hispanic Black,6+,0.1767,39549.3971,40040.2106,0.3259,3605.703
State,Kentucky,21,<65,Race,non-Hispanic White,0 to 1,0.3444,2035.6539,1883.6237,0.0732,398.5918
State,Kentucky,21,<65,Race,non-Hispanic White,2 to 3,0.2784,5750.969,5447.5954,0.0937,817.7964
State,Kentucky,21,<65,Race,non-Hispanic White,4 to 5,0.2095,10312.717,10005.9671,0.1378,1232.6919
State,Kentucky,21,<65,Race,non-Hispanic White,6+,0.1676,28524.0794,28436.0857,0.2695,2987.1144
State,Kentucky,21,All,Race,Asian Pacific Islander,6+,0.1083,28720.3795,28374.2982,0.2343,2018.9394
State,Kentucky,21,All,Race,Hispanic,6+,0.1561,29314.5704,29337.226,0.2719,2486.8914
State,Kentucky,21,All,Race,Native American,0 to 1,0.3217,2205.4731,2071.015,0.0,594.5946
State,Kentucky,21,All,Race,Native American,2 to 3,0.187,4991.4681,4729.1221,0.0,744.186
State,Kentucky,21,All,Race,Native American,6+,0.3,25269.8188,25470.6046,0.2989,2623.1884
State,Kentucky,21,All,Race,non-Hispanic Black,0 to 1,0.2892,1523.1184,1434.658,0.0889,298.2715
State,Kentucky,21,All,Race,non-Hispanic Black,2 to 3,0.2668,5554.9239,5328.0209,0.082,655.7377
State,Kentucky,21,All,Race,non-Hispanic Black,4 to 5,0.2341,11130.4282,10828.9086,0.1411,987.3596
State,Kentucky,21,All,Race,non-Hispanic Black,6+,0.21,34447.2052,34295.9456,0.2802,2648.7079
State,Kentucky,21,All,Race,non-Hispanic White,0 to 1,0.2749,1776.1456,1656.7038,0.0579,206.2111
State,Kentucky,21,All,Race,non-Hispanic White,2 to 3,0.2878,5003.1622,4763.7122,0.0717,440.0952
State,Kentucky,21,All,Race,non-Hispanic White,4 to 5,0.2354,9588.3614,9271.409,0.1044,774.1093
State,Kentucky,21,All,Race,non-Hispanic White,6+,0.202,27537.0083,27078.6883,0.2314,2072.2123
State,Louisiana,22,65+,Race,Asian Pacific Islander,6+,0.1156,25456.5715,25736.6309,0.1953,1845.6057
State,Louisiana,22,65+,Race,Hispanic,4 to 5,0.2359,9632.8636,9182.1156,0.0683,628.8089
State,Louisiana,22,65+,Race,Hispanic,6+,0.1925,29558.847,28320.8583,0.2137,1747.4542
State,Louisiana,22,65+,Race,non-Hispanic Black,0 to 1,0.236,1250.9628,1165.9985,0.0531,200.8201
State,Louisiana,22,65+,Race,non-Hispanic Black,2 to 3,0.2651,5026.9504,4800.3222,0.0835,517.8628
State,Louisiana,22,65+,Race,non-Hispanic Black,4 to 5,0.255,10492.5623,10035.0641,0.1021,874.5901
State,Louisiana,22,65+,Race,non-Hispanic Black,6+,0.2439,34244.2852,32789.0672,0.2302,2318.4935
State,Louisiana,22,65+,Race,non-Hispanic White,0 to 1,0.2472,1998.9064,1852.0342,0.0567,118.1353
State,Louisiana,22,65+,Race,non-Hispanic White,2 to 3,0.2931,5313.3516,4982.4885,0.0595,299.0461
State,Louisiana,22,65+,Race,non-Hispanic White,4 to 5,0.25,10596.9456,9985.7105,0.0869,600.8221
State,Louisiana,22,65+,Race,non-Hispanic White,6+,0.2096,30083.7427,28252.2551,0.2027,1705.2846
State,Louisiana,22,<65,Race,Hispanic,0 to 1,0.3899,2729.4452,2676.2117,0.0,466.9031
State,Louisiana,22,<65,Race,Hispanic,4 to 5,0.1866,14400.2351,14090.2762,0.1855,1481.4815
State,Louisiana,22,<65,Race,Hispanic,6+,0.1548,41701.7964,41579.23,0.3281,4029.7619
State,Louisiana,22,<65,Race,non-Hispanic Black,0 to 1,0.3657,2209.6532,2153.9691,0.0794,675.5579
State,Louisiana,22,<65,Race,non-Hispanic Black,2 to 3,0.2648,9173.9972,8936.1159,0.1954,1370.4162
State,Louisiana,22,<65,Race,non-Hispanic Black,4 to 5,0.2024,17477.8288,16883.0359,0.1914,1837.3397
State,Louisiana,22,<65,Race,non-Hispanic Black,6+,0.167,42625.8518,41752.7931,0.2962,3905.4089
State,Louisiana,22,<65,Race,non-Hispanic White,0 to 1,0.3668,2663.5229,2461.805,0.0885,444.6888
State,Louisiana,22,<65,Race,non-Hispanic White,2 to 3,0.2751,7785.247,7255.3523,0.1121,941.9449
State,Louisiana,22,<65,Race,non-Hispanic White,4 to 5,0.1931,14021.5829,13121.7574,0.1396,1454.5109
State,Louisiana,22,<65,Race,non-Hispanic White,6+,0.1651,34561.6183,32762.9819,0.2455,3134.562
State,Louisiana,22,All,Race,Asian Pacific Islander,4 to 5,0.2193,9425.0982,9365.5102,0.1026,611.9403
State,Louisiana,22,All,Race,Asian Pacific Islander,6+,0.1127,27642.1961,27612.2577,0.2049,1964.7303
State,Louisiana,22,All,Race,Hispanic,2 to 3,0.2853,5556.061,5242.856,0.0656,439.3291
State,Louisiana,22,All,Race,Hispanic,4 to 5,0.2251,10506.5222,10081.5749,0.098,785.0679
State,Louisiana,22,All,Race,Hispanic,6+,0.1842,31814.2539,30783.4415,0.2441,2171.3654
State,Louisiana,22,All,Race,Native American,0 to 1,0.2704,2464.6953,2137.0322,0.0,532.0513
State,Louisiana,22,All,Race,Native American,6+,0.2322,38993.0928,38093.1041,0.2763,3261.194
State,Louisiana,22,All,Race,non-Hispanic Black,0 to 1,0.2819,1690.9752,1619.4497,0.0725,418.7117
State,Louisiana,22,All,Race,non-Hispanic Black,2 to 3,0.265,6492.767,6262.1612,0.1441,819.2066
State,Louisiana,22,All,Race,non-Hispanic Black,4 to 5,0.2364,12608.6945,12109.604,0.1404,1166.2476
State,Louisiana,22,All,Race,non-Hispanic Black,6+,0.2167,36529.5699,35233.0811,0.2514,2751.1755
State,Louisiana,22,All,Race,non-Hispanic White,0 to 1,0.2659,2141.6662,1983.0132,0.0695,188.2791
State,Louisiana,22,All,Race,non-Hispanic White,2 to 3,0.2903,5678.0037,5317.7796,0.0724,393.8861
State,Louisiana,22,All,Race,non-Hispanic White,4 to 5,0.2412,11023.7738,10376.5703,0.0958,707.2212
State,Louisiana,22,All,Race,non-Hispanic White,6+,0.2027,30651.8103,28824.4902,0.2089,1886.604
State,Maine,23,65+,Race,Asian Pacific Islander,0 to 1,0.4414,925.0029,905.9644,0.0,135.8025
State,Maine,23,65+,Race,Asian Pacific Islander,6+,0.1104,31261.796,35191.3736,0.2791,2160.4938
State,Maine,23,65+,Race,Hispanic,0 to 1,0.4106,1756.6833,1826.3783,0.0,209.0592
State,Maine,23,65+,Race,Hispanic,6+,0.1588,24831.8402,26547.2173,0.1667,1891.8919
State,Maine,23,65+,Race,Native American,0 to 1,0.266,2402.7531,2423.0437,0.0,296.2963
State,Maine,23,65+,Race,Native American,2 to 3,0.298,4371.077,4256.6228,0.0,752.0661
State,Maine,23,65+,Race,Native American,6+,0.2365,40299.2359,41629.3662,0.3451,4104.1667
State,Maine,23,65+,Race,non-Hispanic Black,0 to 1,0.3982,1097.3462,1085.6964,0.0,174.1573
State,Maine,23,65+,Race,non-Hispanic Black,2 to 3,0.2461,5459.3958,5637.2638,0.0,363.6364
State,Maine,23,65+,Race,non-Hispanic White,0 to 1,0.3405,1828.6006,1847.1778,0.0546,162.9289
State,Maine,23,65+,Race,non-Hispanic White,2 to 3,0.3025,5536.4961,5681.041,0.0702,436.288
State,Maine,23,65+,Race,non-Hispanic White,4 to 5,0.2023,10793.8298,11278.0933,0.0958,883.9208
State,Maine,23,65+,Race,non-Hispanic White,6+,0.1548,26928.45,28821.5706,0.199,2150.5697
State,Maine,23,<65,Race,Asian Pacific Islander,0 to 1,0.4118,2015.5291,2050.8171,0.0,607.1429
State,Maine,23,<65,Race,Asian Pacific Islander,2 to 3,0.3235,5442.9868,5534.524,0.0,897.7273
State,Maine,23,<65,Race,Hispanic,0 to 1,0.4333,2515.938,2613.4027,0.0,414.1414
State,Maine,23,<65,Race,Hispanic,2 to 3,0.2713,6358.7685,6296.7947,0.0,1032.2581
State,Maine,23,<65,Race,Native American,0 to 1,0.355,3212.8958,3169.2122,0.0,625.0
State,Maine,23,<65,Race,Native American,2 to 3,0.2751,4707.7326,4722.8393,0.0,1086.0215
State,Maine,23,<65,Race,non-Hispanic White,0 to 1,0.422,2664.8063,2535.439,0.0867,460.0268
State,Maine,23,<65,Race,non-Hispanic White,2 to 3,0.3052,6716.7241,6787.3913,0.0976,1010.8108
State,Maine,23,<65,Race,non-Hispanic White,4 to 5,0.1641,12031.1873,12501.3836,0.1478,1652.8505
State,Maine,23,<65,Race,non-Hispanic White,6+,0.1088,32439.3422,34447.5853,0.2754,3658.9115
State,Maine,23,All,Race,Asian Pacific Islander,0 to 1,0.4334,1205.1381,1200.055,0.0,256.8807
State,Maine,23,All,Race,Asian Pacific Islander,6+,0.1004,30185.3491,33250.4155,0.2692,2396.0396
State,Maine,23,All,Race,Hispanic,0 to 1,0.4196,2066.6471,2147.679,0.0,292.7835
State,Maine,23,All,Race,Hispanic,6+,0.1436,25793.8513,27419.5188,0.1871,2451.8072
State,Maine,23,All,Race,Native American,0 to 1,0.3065,2829.144,2815.764,0.0,469.2982
State,Maine,23,All,Race,Native American,2 to 3,0.2876,4517.3806,4459.2309,0.0,897.1963
State,Maine,23,All,Race,Native American,6+,0.1989,35932.2654,37014.372,0.3265,4324.3243
State,Maine,23,All,Race,non-Hispanic Black,6+,0.1348,32295.7169,34498.3052,0.3714,3322.5806
State,Maine,23,All,Race,non-Hispanic White,0 to 1,0.3583,2043.8799,2024.3691,0.067,239.416
State,Maine,23,All,Race,non-Hispanic White,2 to 3,0.3031,5796.2536,5924.5386,0.0776,562.7353
State,Maine,23,All,Race,non-Hispanic White,4 to 5,0.1939,11022.6713,11504.3331,0.1069,1026.1295
State,Maine,23,All,Race,non-Hispanic White,6+,0.1447,27833.8606,29745.8952,0.2138,2398.3823
State,Maryland,24,65+,Race,Asian Pacific Islander,2 to 3,0.3105,3762.7862,4278.9913,0.0846,192.6415
State,Maryland,24,65+,Race,Asian Pacific Islander,4 to 5,0.2458,7364.8598,8589.1416,0.0922,374.8977
State,Maryland,24,65+,Race,Asian Pacific Islander,6+,0.1279,22603.4478,27363.1837,0.218,1226.1006
State,Maryland,24,65+,Race,Hispanic,2 to 3,0.2991,4449.0923,5052.1943,0.0483,296.3896
State,Maryland,24,65+,Race,Hispanic,4 to 5,0.2288,7905.2793,9080.1881,0.0969,577.2291
State,Maryland,24,65+,Race,Hispanic,6+,0.136,25182.8336,30706.6811,0.2118,1637.1191
State,Maryland,24,65+,Race,non-Hispanic Black,0 to 1,0.253,1252.9009,1385.5445,0.0419,139.9567
State,Maryland,24,65+,Race,non-Hispanic Black,2 to 3,0.2849,4701.6064,5488.711,0.0735,385.4882
State,Maryland,24,65+,Race,non-Hispanic Black,4 to 5,0.2587,9482.2501,11388.9469,0.1035,705.7003
State,Maryland,24,65+,Race,non-Hispanic Black,6+,0.2033,31684.3317,40931.6521,0.2472,2085.1759
State,Maryland,24,65+,Race,non-Hispanic White,0 to 1,0.2716,2074.1106,2270.2319,0.0606,103.6141
State,Maryland,24,65+,Race,non-Hispanic White,2 to 3,0.3137,5252.7714,5940.1616,0.0646,271.3068
State,Maryland,24,65+,Race,non-Hispanic White,4 to 5,0.2392,10119.6159,11858.741,0.0995,567.5024
State,Maryland,24,65+,Race,non-Hispanic White,6+,0.1755,27457.7484,34146.8104,0.2183,1668.114
State,Maryland,24,<65,Race,Asian Pacific Islander,0 to 1,0.4165,2277.86,2343.5775,0.0,198.3914
State,Maryland,24,<65,Race,Asian Pacific Islander,4 to 5,0.2094,14277.6772,17345.105,0.1439,909.3333
State,Maryland,24,<65,Race,Asian Pacific Islander,6+,0.1156,31208.5754,39015.6938,0.2573,2801.9324
State,Maryland,24,<65,Race,Hispanic,0 to 1,0.3894,2471.4752,2704.5324,0.0,333.6106
State,Maryland,24,<65,Race,Hispanic,4 to 5,0.1785,14782.5851,17017.6986,0.1357,1163.3394
State,Maryland,24,<65,Race,Hispanic,6+,0.1458,42375.4482,53680.5567,0.3372,3468.8889
State,Maryland,24,<65,Race,non-Hispanic Black,0 to 1,0.3306,2386.2029,2719.654,0.0696,481.847
State,Maryland,24,<65,Race,non-Hispanic Black,2 to 3,0.2602,8505.2688,10162.1662,0.1523,1055.8576
State,Maryland,24,<65,Race,non-Hispanic Black,4 to 5,0.2092,15647.316,19155.94,0.1983,1673.3202
State,Maryland,24,<65,Race,non-Hispanic Black,6+,0.2001,41058.758,53952.38,0.3212,3751.8531
State,Maryland,24,<65,Race,non-Hispanic White,0 to 1,0.3482,2652.1731,2847.9957,0.0995,324.8241
State,Maryland,24,<65,Race,non-Hispanic White,2 to 3,0.2814,7207.1194,8173.2221,0.1026,773.7193
State,Maryland,24,<65,Race,non-Hispanic White,4 to 5,0.1995,12867.2726,15104.6447,0.1807,1351.4419
State,Maryland,24,<65,Race,non-Hispanic White,6+,0.1709,33312.337,42759.5324,0.2984,3111.6178
State,Maryland,24,All,Race,Asian Pacific Islander,2 to 3,0.307,4011.9492,4562.4245,0.0907,215.3508
State,Maryland,24,All,Race,Asian Pacific Islander,4 to 5,0.2434,7764.537,9095.3837,0.0994,405.7971
State,Maryland,24,All,Race,Asian Pacific Islander,6+,0.1271,23129.3591,28075.3389,0.2215,1322.4092
State,Maryland,24,All,Race,Hispanic,2 to 3,0.297,5223.1288,5899.4401,0.0582,396.9547
State,Maryland,24,All,Race,Hispanic,4 to 5,0.2207,8808.3764,10122.5066,0.1067,654.1945
State,Maryland,24,All,Race,Hispanic,6+,0.1376,28140.2788,34658.6093,0.2445,1952.2171
State,Maryland,24,All,Race,Native American,0 to 1,0.3194,1716.7732,1773.0993,0.0,284.6154
State,Maryland,24,All,Race,Native American,4 to 5,0.2162,8671.8366,9915.5326,0.0,670.4545
State,Maryland,24,All,Race,Native American,6+,0.1916,29954.3849,37921.3486,0.2527,2564.1026
State,Maryland,24,All,Race,non-Hispanic Black,0 to 1,0.2717,1584.2287,1775.5796,0.0598,239.9104
State,Maryland,24,All,Race,non-Hispanic Black,2 to 3,0.279,5553.9903,6536.0116,0.1096,535.715
State,Maryland,24,All,Race,non-Hispanic Black,4 to 5,0.2468,10737.5543,12970.4286,0.1365,902.7229
State,Maryland,24,All,Race,non-Hispanic Black,6+,0.2025,33909.318,44022.0749,0.2698,2480.7557
State,Maryland,24,All,Race,non-Hispanic White,0 to 1,0.2797,2149.8885,2345.9706,0.0714,132.6124
State,Maryland,24,All,Race,non-Hispanic White,2 to 3,0.3103,5439.382,6153.385,0.0712,319.2795
State,Maryland,24,All,Race,non-Hispanic White,4 to 5,0.235,10365.2035,12148.8622,0.1109,637.5715
State,Maryland,24,All,Race,non-Hispanic White,6+,0.175,28059.6299,35032.2421,0.2292,1816.5136
State,Massachusetts,25,65+,Race,Asian Pacific Islander,2 to 3,0.3229,3668.8805,4324.0727,0.0542,264.0072
State,Massachusetts,25,65+,Race,Asian Pacific Islander,4 to 5,0.1995,8199.1083,10117.5114,0.0946,535.0018
State,Massachusetts,25,65+,Race,Asian Pacific Islander,6+,0.1012,26303.9115,33397.6993,0.2415,1666.9049
State,Massachusetts,25,65+,Race,Hispanic,2 to 3,0.302,3929.2598,4523.3662,0.0688,435.4054
State,Massachusetts,25,65+,Race,Hispanic,4 to 5,0.2343,7953.3267,9444.2944,0.1013,784.7065
State,Massachusetts,25,65+,Race,Hispanic,6+,0.1875,26192.4319,32257.6678,0.257,2078.8156
State,Massachusetts,25,65+,Race,Native American,2 to 3,0.2825,5974.9247,7135.7532,0.0,505.7471
State,Massachusetts,25,65+,Race,Native American,4 to 5,0.2597,8888.5643,10328.9475,0.0,775.0
State,Massachusetts,25,65+,Race,Native American,6+,0.211,35399.0934,42813.7125,0.2987,2476.9231
State,Massachusetts,25,65+,Race,non-Hispanic Black,2 to 3,0.2912,4180.684,4992.4153,0.0504,419.6963
State,Massachusetts,25,65+,Race,non-Hispanic Black,4 to 5,0.2364,9428.344,11635.7746,0.1102,755.9217
State,Massachusetts,25,65+,Race,non-Hispanic Black,6+,0.1992,32388.4766,42401.7298,0.2382,2089.5948
State,Massachusetts,25,65+,Race,non-Hispanic White,0 to 1,0.2796,2063.0997,2283.0105,0.0499,141.2117
State,Massachusetts,25,65+,Race,non-Hispanic White,2 to 3,0.3154,5259.8738,6005.7236,0.0684,334.1013
State,Massachusetts,25,65+,Race,non-Hispanic White,4 to 5,0.2262,10388.2704,12250.5864,0.1015,673.343
State,Massachusetts,25,65+,Race,non-Hispanic White,6+,0.1787,28938.454,35226.3121,0.2295,1870.0723
State,Massachusetts,25,<65,Race,Asian Pacific Islander,2 to 3,0.3243,5921.2312,7042.7939,0.3361,559.4406
State,Massachusetts,25,<65,Race,Asian Pacific Islander,4 to 5,0.1662,10559.5289,12368.8107,0.1339,807.0175
State,Massachusetts,25,<65,Race,Asian Pacific Islander,6+,0.0748,31883.7249,40386.3714,0.3083,2865.8009
State,Massachusetts,25,<65,Race,Hispanic,0 to 1,0.3648,2202.699,2427.7064,0.0791,612.81
State,Massachusetts,25,<65,Race,Hispanic,2 to 3,0.3186,5822.2169,6725.625,0.1413,1071.4187
State,Massachusetts,25,<65,Race,Hispanic,4 to 5,0.1952,10539.3622,12496.4698,0.1622,1579.7884
State,Massachusetts,25,<65,Race,Hispanic,6+,0.1214,28132.8831,34624.8188,0.2934,3293.3092
State,Massachusetts,25,<65,Race,Native American,0 to 1,0.3741,2233.7279,2490.7058,0.0,673.2673
State,Massachusetts,25,<65,Race,Native American,2 to 3,0.3111,7294.2721,8510.4587,0.0,1190.4762
State,Massachusetts,25,<65,Race,non-Hispanic Black,0 to 1,0.3736,2160.7093,2489.9967,0.0816,523.1388
State,Massachusetts,25,<65,Race,non-Hispanic Black,2 to 3,0.2847,6410.1075,7764.7645,0.1616,1116.9483
State,Massachusetts,25,<65,Race,non-Hispanic Black,4 to 5,0.1935,12564.0358,15588.1346,0.1725,1684.5377
State,Massachusetts,25,<65,Race,non-Hispanic Black,6+,0.1482,37414.9088,48919.6127,0.3159,3957.4037
State,Massachusetts,25,<65,Race,non-Hispanic White,0 to 1,0.3779,2673.5596,2926.666,0.0808,420.0032
State,Massachusetts,25,<65,Race,non-Hispanic White,2 to 3,0.3011,7170.5718,8161.476,0.1102,930.7528
State,Massachusetts,25,<65,Race,non-Hispanic White,4 to 5,0.1834,12683.1636,14910.5689,0.1676,1559.0047
State,Massachusetts,25,<65,Race,non-Hispanic White,6+,0.1377,34068.838,42005.5627,0.31,3717.4064
State,Massachusetts,25,All,Race,Asian Pacific Islander,2 to 3,0.3231,4081.5847,4822.2312,0.1404,318.1402
State,Massachusetts,25,All,Race,Asian Pacific Islander,4 to 5,0.1934,8569.4128,10470.6969,0.1009,577.6758
State,Massachusetts,25,All,Race,Asian Pacific Islander,6+,0.0964,27094.6703,34388.1185,0.2529,1836.8098
State,Massachusetts,25,All,Race,Hispanic,0 to 1,0.3189,1836.6122,2035.9446,0.0728,416.147
State,Massachusetts,25,All,Race,Hispanic,2 to 3,0.31,4866.2432,5613.449,0.1166,750.2218
State,Massachusetts,25,All,Race,Hispanic,4 to 5,0.2154,9081.5431,10775.8748,0.1324,1131.5789
State,Massachusetts,25,All,Race,Hispanic,6+,0.1557,26921.6175,33147.1993,0.2715,2535.1998
State,Massachusetts,25,All,Race,Native American,2 to 3,0.2958,6623.0252,7811.0472,0.0,842.1053
State,Massachusetts,25,All,Race,Native American,6+,0.1834,31323.5567,38520.9664,0.275,3339.6226
State,Massachusetts,25,All,Race,non-Hispanic Black,0 to 1,0.3084,1639.8747,1872.2014,0.0758,314.5347
State,Massachusetts,25,All,Race,non-Hispanic Black,2 to 3,0.289,4950.7265,5949.9843,0.1074,660.527
State,Massachusetts,25,All,Race,non-Hispanic Black,4 to 5,0.2213,10389.2096,12846.8907,0.1372,1040.4762
State,Massachusetts,25,All,Race,non-Hispanic Black,6+,0.1814,33828.5643,44269.1227,0.2652,2624.7276
State,Massachusetts,25,All,Race,non-Hispanic White,0 to 1,0.295,2185.8483,2412.4339,0.0601,197.2699
State,Massachusetts,25,All,Race,non-Hispanic White,2 to 3,0.3132,5548.2666,6331.1039,0.0782,424.1574
State,Massachusetts,25,All,Race,non-Hispanic White,4 to 5,0.2195,10689.2203,12599.4138,0.1134,789.4878
State,Massachusetts,25,All,Race,non-Hispanic White,6+,0.1723,29581.9204,36076.5837,0.2425,2101.7698
State,Michigan,26,65+,Race,Asian Pacific Islander,0 to 1,0.3501,1180.8821,1188.848,0.0,93.75
State,Michigan,26,65+,Race,Asian Pacific Islander,2 to 3,0.2958,3945.4934,4056.0717,0.0753,259.9892
State,Michigan,26,65+,Race,Asian Pacific Islander,4 to 5,0.2038,7697.0633,8071.7329,0.073,504.7022
State,Michigan,26,65+,Race,Asian Pacific Islander,6+,0.1504,27511.9912,29512.5189,0.2489,1617.6314
State,Michigan,26,65+,Race,Hispanic,2 to 3,0.2755,4336.2102,4422.137,0.0491,379.0725
State,Michigan,26,65+,Race,Hispanic,4 to 5,0.2214,8825.2906,9190.3857,0.101,750.5179
State,Michigan,26,65+,Race,Hispanic,6+,0.2003,30132.3248,31992.0581,0.2207,2276.0877
State,Michigan,26,65+,Race,Native American,0 to 1,0.248,1369.0667,1329.0551,0.0,168.5254
State,Michigan,26,65+,Race,Native American,4 to 5,0.2412,8609.6368,9016.1762,0.1053,798.7261
State,Michigan,26,65+,Race,Native American,6+,0.2299,29129.0156,31277.4638,0.2044,2292.7807
State,Michigan,26,65+,Race,non-Hispanic Black,2 to 3,0.239,4376.102,4510.976,0.0591,445.5096
State,Michigan,26,65+,Race,non-Hispanic Black,4 to 5,0.2328,9062.0077,9559.6294,0.1023,755.0386
State,Michigan,26,65+,Race,non-Hispanic Black,6+,0.3025,32511.0662,35398.5124,0.258,2174.277
State,Michigan,26,65+,Race,non-Hispanic White,0 to 1,0.2838,1863.3921,1846.018,0.0423,130.7728
State,Michigan,26,65+,Race,non-Hispanic White,2 to 3,0.2907,5077.2961,5158.5691,0.0551,329.0283
State,Michigan,26,65+,Race,non-Hispanic White,4 to 5,0.2256,9754.8903,10098.5351,0.0875,642.2331
State,Michigan,26,65+,Race,non-Hispanic White,6+,0.2,27679.2526,29285.8297,0.2112,1795.8509
State,Michigan,26,<65,Race,Asian Pacific Islander,0 to 1,0.4159,1953.6187,1828.565,0.0,241.0714
State,Michigan,26,<65,Race,Asian Pacific Islander,4 to 5,0.2037,10959.505,11217.7673,0.1458,914.0625
